"station","X","Y","Longterm","m1","m2","m3","m4","m5","m6","m7","m8","m9","m10","m11","m12","m13","m14","m15","m16","m17","m18","m19","m20","m21","m22","m23","m24","m25","m26","m27","m28","m29","m30","m31","m32","m33","m34","m35","m36","m37","m38","m39","m40","m41","m42","m43","m44","m45","m46","m47","m48","m49","m50","m51","m52","m53","m54","m55","m56","m57","m58","m59","m60","m61","m62","m63","m64","m65","m66","m67","m68","m69","m70","m71","m72","m73","m74","m75","m76","m77","m78","m79","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79"
"khalkhal",48.516667,37.633333,48.454839,52.423397,50.033902,61.563328,52.479972,43.485154,33.980223,40.173058,58.724107,56.798695,24.853259,47.471038,44.390921,41.956844,59.259456,32.794574,59.861419,54.756452,59.551662,53.034197,36.530520,43.486787,43.399503,41.183830,29.985536,48.296454,55.452086,46.812895,44.915874,51.253328,45.851776,48.056965,42.916827,58.041877,50.905919,47.083202,34.834388,55.712077,47.633704,43.787217,52.996210,54.707954,46.775071,40.947710,45.785303,54.165102,42.629849,47.556519,48.601684,52.122202,50.195308,44.960109,44.063988,67.303136,40.412895,39.259217,81.324895,36.052353,43.444205,41.408749,61.976128,54.483305,58.225242,65.068474,1.069934,51.730352,50.120990,70.029531,52.975712,54.372781,19.532295,48.886840,51.668273,62.047915,67.152137,41.879119,50.281056,47.634804,47.391692,157.270191,52.329791,50.340389,61.603830,52.544847,43.731588,34.309164,40.249341,58.629575,56.693000,25.496281,47.790347,44.538999,42.221233,59.106663,33.357422,59.724940,54.623903,59.402592,53.098701,36.766254,43.728848,43.501358,41.473876,30.524478,48.469967,55.547209,46.966915,45.222481,51.534052,45.994850,48.280999,43.326641,58.151288,51.211123,47.131372,35.262289,55.804013,48.064785,44.073947,53.038597,54.713724,47.056071,41.210132,46.068295,54.038537,42.812246,47.790740,48.691266,52.167870,50.175034,45.004111,44.438877,67.012088,40.843078,39.592807,80.670118,36.377226,43.707419,41.663945,61.803306,54.387702,57.919742,64.890324,2.255764,51.924941,50.220344,69.668106,52.833163,54.303312,20.302854,48.860573,51.462517,61.801769,66.771835,42.260026,50.380523,47.813525,47.404765,156.989376
"meshkinshahr",47.666667,38.383333,39.768182,19.801772,34.434435,52.934718,58.665543,32.904020,27.728300,40.790072,41.054385,57.365449,61.558811,66.402637,54.275685,28.178210,41.800758,46.923271,35.102673,30.161389,39.728004,37.993603,22.357886,27.273790,34.605274,45.361871,49.470682,32.733130,35.483063,39.573940,33.971771,14.624236,37.729026,37.352629,39.328259,41.779928,21.718438,43.435473,35.565869,40.482126,37.596737,44.870325,40.438996,46.167400,48.427906,38.168640,42.464534,44.783046,22.475914,26.350920,38.978898,42.193199,41.516807,33.769309,51.873996,31.741568,40.682175,72.069844,43.367955,36.273294,33.494318,35.669546,39.140871,39.095054,10.064030,48.510072,46.322500,42.291546,57.070447,46.189437,42.057248,37.861861,25.627516,25.052745,43.561365,47.857688,45.797200,48.424103,46.725889,40.429556,40.014472,59.405315,20.073650,34.612691,52.873484,58.383184,33.067736,27.898583,40.733817,41.045586,57.082449,61.239101,66.106275,54.032805,28.376161,41.735099,46.855260,35.175531,30.333113,39.762619,38.061535,22.554920,27.519240,34.614380,45.259520,49.314117,32.922634,35.602750,39.578710,34.152686,15.140587,37.751670,37.509340,39.550597,41.859028,22.140958,43.400622,35.640312,40.570792,37.783141,44.803704,40.512295,46.096606,48.372602,38.183103,42.481260,44.679612,22.685285,26.635314,38.999130,42.192301,41.443282,33.774142,51.825428,31.917576,40.715843,71.569430,43.367742,36.329035,33.641003,35.694107,39.163832,39.097777,10.470812,48.422003,46.144920,42.324038,56.796591,46.114535,41.973084,37.890245,25.870159,25.227000,43.423086,47.770164,45.716111,48.366702,46.660453,40.447601,39.962348,60.220951
"ardestan",52.383333,33.383333,24.415385,16.571582,54.582277,21.333781,28.257356,28.907819,44.706017,23.231931,13.576614,22.027249,19.008151,31.566360,42.893593,21.351116,19.528101,24.017974,40.381167,45.011297,5.611917,28.788386,13.777259,23.713904,24.035540,15.188079,24.783728,2.199858,21.642289,23.662050,5.433890,16.898060,13.620437,23.633539,22.019390,66.688032,40.462694,30.831163,21.107834,19.654406,54.161383,30.680147,39.824847,42.537655,19.932702,25.958429,17.801758,20.781289,5.200770,26.915736,21.351112,26.487395,6.973586,14.747279,20.956059,35.481232,21.389964,42.459779,3.724981,21.285483,12.130431,33.777836,34.639048,19.181305,30.233041,26.205819,15.567716,26.490626,28.382685,21.627411,34.622771,21.186398,0.000000,31.586639,16.363236,28.877195,38.690838,33.770344,23.586757,20.583086,12.121158,49.714746,16.895757,54.715492,22.258301,28.530759,29.006973,44.728361,23.535337,13.919529,22.160773,19.347835,31.891133,42.976440,21.737879,19.777424,24.203771,40.457661,44.861771,6.048396,29.117530,14.070685,23.951775,24.154448,15.467614,25.071406,2.679395,22.043999,23.868897,5.972236,17.457214,13.995748,24.068615,22.365427,66.565130,40.532569,30.906521,21.469465,20.113732,54.041041,30.841473,39.886146,42.526666,20.207779,26.175051,18.099327,20.864035,5.591246,27.101858,21.560692,26.882841,7.403883,15.041656,21.336044,35.586679,21.629270,42.546537,4.056677,21.586366,12.608784,33.929562,34.762782,19.406503,30.395075,26.423605,15.959905,26.751699,28.688209,21.973066,34.595819,21.475416,0.332407,31.673904,16.646409,29.246312,38.901576,34.018535,23.913886,20.846869,12.452360,50.687273
"esfahan",51.666667,32.616667,27.085714,35.958966,62.927860,34.934914,37.376769,15.008127,37.951226,31.384677,28.462525,24.860746,38.045877,55.935162,35.169694,33.998794,31.786582,13.659430,37.217771,24.917304,15.780226,38.744441,20.142363,18.924973,30.295697,19.960164,37.299931,21.231541,20.451474,23.156511,33.192976,27.747100,26.284107,27.690002,28.380207,46.303742,30.024838,33.964205,0.000000,31.833144,0.000000,21.411541,27.005631,25.574294,23.768650,29.750018,23.877963,21.918254,22.641555,19.808485,26.381329,32.546725,16.955745,15.800326,21.654308,17.737810,19.454061,17.059915,10.212413,30.326988,25.319442,41.546818,23.660638,13.621097,26.598120,33.244520,31.819225,32.333218,25.498758,34.799742,4.998457,27.466679,13.244815,26.421935,14.998222,27.064558,38.087431,31.835534,33.227792,35.377540,36.928651,107.876898,35.349174,62.249401,36.033103,36.747034,15.496109,38.062581,31.407941,28.103357,24.602211,37.647876,55.198363,35.344747,34.089059,31.714295,13.876523,37.234991,25.137153,15.920542,38.469652,20.632032,19.153669,30.084823,20.178087,36.785049,21.533293,20.979791,23.704832,33.156404,28.088785,26.321506,27.932239,28.505121,46.619166,30.156433,33.604783,1.312739,32.067186,1.770520,21.448412,27.203013,25.734592,23.871756,29.708212,24.026328,21.784057,22.926024,20.122546,26.396224,32.891205,17.222698,16.069288,22.180721,18.633628,19.656700,17.830694,10.276787,30.024684,25.933558,40.704383,24.008676,14.146636,26.953898,33.233681,31.827014,32.467887,25.565816,34.356195,6.107628,27.657349,12.972848,26.833758,16.025078,28.147466,38.302217,32.036612,33.230807,35.108156,36.316081,106.047523
"khorBiabanak",55.083333,33.783333,17.521875,47.289862,0.000000,50.232607,37.088515,3.134133,21.793193,14.703439,17.742943,8.124118,6.796059,17.286234,31.618647,6.142345,13.229087,11.711093,23.276912,8.040619,18.680917,16.580285,9.879308,17.161392,8.612615,15.660907,7.825218,18.324195,16.044665,11.264892,12.610910,20.358474,16.317567,14.444031,12.521681,32.638849,22.563773,12.151383,14.896220,14.454033,13.046108,23.154808,28.631629,38.811511,3.224009,4.758648,17.573612,3.909599,18.780563,1.955869,0.000000,14.591052,3.622707,18.305939,3.380115,20.151069,0.000000,30.684406,3.833534,25.173062,34.942837,25.461992,23.891901,29.413657,34.467054,24.883506,22.250201,20.744082,21.883139,28.054036,17.790335,12.453008,0.000000,27.127261,32.621735,22.716616,27.258734,27.874765,12.272521,16.943415,7.212694,141.869587,47.150092,0.505493,50.477805,37.138360,3.443905,21.954561,14.951684,17.899821,8.329198,7.075824,17.566578,31.685139,6.492985,13.425917,11.883375,23.465606,8.307039,18.835232,16.826720,10.065313,17.347554,8.817594,15.845465,8.110454,18.497580,16.391437,11.455203,12.835509,20.585475,16.514446,14.748208,12.770164,32.839349,22.763605,12.373695,15.174740,14.765710,13.303716,23.296336,28.700712,38.796616,3.513840,5.064353,17.718396,4.124944,18.898904,2.281630,0.313947,14.886183,3.879282,18.458485,3.774461,20.274794,0.354421,30.797266,4.061445,25.313957,34.961807,25.585217,24.034626,29.461183,34.450832,24.981247,22.395920,20.929721,22.114469,28.170224,17.950258,12.677263,0.306602,27.169078,32.641005,22.957558,27.438340,28.036896,12.560582,17.129914,7.443091,141.450273
"daran",50.366667,32.966667,60.103846,72.687252,55.931892,223.346864,55.597223,51.609757,65.488659,93.136179,44.061845,55.250006,31.393804,80.569300,47.436585,27.715534,41.661579,38.519530,119.574100,64.747347,59.622959,92.173503,62.244419,47.340203,54.503824,47.463727,164.691172,19.206195,46.786231,54.725749,21.649066,85.135497,51.185189,48.880564,42.921927,96.596650,49.436317,42.198400,99.920342,88.203584,70.372530,79.811877,51.120620,100.072959,70.921672,76.452702,55.776938,44.524656,62.319412,22.185477,62.918958,79.083201,66.609733,69.031522,97.079878,129.391135,64.556496,31.364209,40.930092,66.182735,55.788617,54.332409,67.267567,36.624554,55.379262,72.897853,76.785466,80.968241,58.074716,61.022174,0.000000,57.672168,36.314246,37.352161,34.181418,54.879785,37.792922,82.132003,80.410214,50.885885,71.220293,218.061755,72.687152,56.965395,222.687891,56.066649,51.849769,65.817599,93.126111,44.322915,55.363354,32.108799,80.989747,48.136518,28.518199,41.960280,38.828358,118.784018,64.625917,59.677633,92.179765,62.347507,47.819730,54.370451,47.682883,163.619156,19.950044,47.593529,54.908647,22.679362,85.779783,51.575065,49.917087,43.501519,96.686067,50.073442,42.469930,100.046191,88.437635,70.827846,80.051234,51.416905,99.832272,71.147685,76.546458,56.181975,44.541512,62.280872,22.909643,63.071281,79.626419,66.676361,69.160300,97.095646,128.932050,64.574652,32.285014,41.092773,66.398371,56.171820,54.973534,67.523101,37.131652,55.608862,73.131829,76.941361,81.057420,58.743214,61.706966,0.362676,58.234155,36.224549,37.835898,34.524293,55.539446,39.072335,82.399836,80.516304,51.241700,71.271149,218.061450
"sharghEsfahan",51.866667,32.666667,22.391667,17.966757,23.322288,50.562362,8.329094,19.201171,29.022514,20.402007,10.495765,14.306954,29.967985,48.261693,32.901025,30.250107,26.685516,11.183069,37.641494,27.947471,9.097174,24.478875,25.336795,12.724551,19.448397,17.206009,27.303002,19.289634,25.054761,32.340599,24.798366,23.656859,15.139994,31.124265,31.253398,49.259716,23.152194,30.671851,25.253035,27.475337,21.413451,14.451727,26.208563,19.159932,16.305445,16.466236,23.009532,15.277346,26.766711,13.018330,21.552452,25.313532,18.398345,11.617537,17.525618,37.845079,14.426283,31.130579,4.930993,11.481698,25.575186,10.134600,21.494555,13.097450,23.297948,27.369418,24.975201,30.320607,4.436756,19.932941,29.677832,23.299309,0.000000,25.999421,31.569159,44.123131,29.770683,27.693575,26.551431,29.685800,14.931247,53.900272,19.170402,28.370530,49.956213,11.354197,19.451034,30.707813,21.976161,12.403271,15.217231,29.857025,46.890480,33.361732,30.765830,27.187467,11.813869,37.250768,27.784046,10.200709,25.824853,25.539269,13.956679,20.696908,17.934590,27.085107,20.187178,25.028300,31.939722,25.804488,24.602779,16.910992,30.483410,30.582055,49.217366,24.251236,30.000231,23.624121,28.405475,21.834536,15.319727,26.494416,20.313334,17.514184,18.444792,23.239124,15.898913,26.579765,14.439119,22.167906,27.045470,18.470953,12.732120,19.268164,36.234281,15.488983,30.117012,5.644749,13.676440,27.022698,12.984922,22.499426,14.264209,24.646573,28.083918,25.824831,30.646490,7.852164,20.705530,28.102083,24.183044,1.492850,27.045186,31.142332,43.691295,31.614036,28.588668,27.356184,29.653609,16.934342,57.511206
"shahreza",51.833333,31.983333,25.944000,19.516070,29.672949,55.870239,26.217210,0.000000,34.565757,32.349207,20.263107,12.465516,20.779538,65.343540,45.915629,35.782547,12.155178,11.162062,9.675116,15.552754,43.797880,24.252185,18.709228,45.705064,6.628674,33.585144,25.322274,25.243340,52.756581,33.268833,24.091909,55.505703,23.327632,29.221830,27.609391,47.509044,36.843056,9.442420,5.404627,33.639457,61.823769,6.473265,37.900444,22.063512,30.448122,18.395977,16.323284,19.266967,19.863916,109.601317,17.426017,35.791094,18.077506,12.258795,41.023189,24.456350,21.808834,30.629395,12.761289,21.694618,32.553598,22.822489,22.701181,36.988588,34.955223,20.042539,32.052250,32.876225,34.688123,52.199613,21.200617,31.028818,3.585702,27.414630,77.746564,49.471311,11.674832,14.844625,25.322429,18.839661,34.176276,58.548209,19.677849,29.983992,56.054663,26.401460,0.340750,34.744245,32.526630,20.418321,12.625946,21.015374,65.331289,45.996522,35.932398,12.405779,11.366659,10.035683,15.745240,43.734426,24.509587,18.869281,45.677463,6.878720,33.641754,25.502701,25.362020,52.751640,33.340612,24.320578,55.544333,23.493758,29.454060,27.784690,47.672586,36.975262,9.684606,5.763683,33.828261,61.756820,6.769085,37.966582,22.279888,30.538647,18.607841,16.508290,19.337197,20.005096,109.063880,17.601116,36.008638,18.234855,12.461843,41.104082,24.636694,21.972193,30.818840,12.888124,21.864319,32.681821,23.039412,22.887238,37.004065,35.042437,20.260094,32.187379,33.028047,34.849371,52.171719,21.314108,31.153641,3.692831,27.538019,77.425565,49.560702,12.062555,15.175049,25.531574,19.029768,34.190111,59.033548
"kashan",51.450000,33.983333,25.972222,35.896735,49.243881,80.180759,35.815495,23.338070,27.314189,32.450788,35.119159,17.218669,32.147788,18.212598,24.221917,30.664019,11.410585,64.279125,33.090309,20.821735,17.240139,37.729441,31.475744,24.603564,30.092906,0.491441,31.343020,14.722779,21.323931,23.893159,33.638160,27.276871,16.186013,54.416792,55.619030,52.848024,27.194924,27.475897,26.804868,25.300379,37.514312,19.164324,33.254801,32.153228,22.553712,15.933706,28.082895,10.098852,0.000000,13.193732,22.258336,42.245512,20.538147,16.774188,31.593343,14.534397,17.621481,23.323273,2.210090,23.935495,38.132104,22.247316,40.190853,22.180652,36.051647,27.049474,27.891289,16.345803,32.416073,25.972010,34.191011,29.234697,0.000000,20.140703,32.075084,31.667706,77.367539,42.003983,26.734474,29.060435,23.822302,107.690206,36.069622,49.690394,80.630912,36.220399,23.716104,27.684013,32.753887,35.237334,17.569903,32.472134,18.962857,24.776317,31.070412,11.957960,63.955678,33.355424,21.149863,17.664990,38.098475,31.612555,25.030306,30.206790,1.194296,31.772573,15.189207,21.997710,24.250227,33.927539,27.950594,16.720530,54.466909,55.522937,53.022845,27.665869,27.702106,27.294845,25.941345,37.884151,19.791709,33.553713,32.469432,22.968309,16.521840,28.369212,10.471446,0.689635,13.767450,22.606034,42.569478,20.925773,17.242183,32.024548,15.173098,18.118030,23.884930,2.788274,24.383231,38.285871,22.847098,40.389772,22.502119,36.186017,27.404774,28.281138,16.942613,32.910245,26.446028,34.245158,29.578018,0.524583,20.629102,32.128514,32.110881,77.073367,42.292411,27.227491,29.379181,24.130439,108.208861
"kabootarabad",51.850000,32.516667,22.420690,19.748994,64.336379,36.113320,24.951178,18.264235,41.568687,27.869992,20.618965,16.535144,18.946936,18.915833,30.772532,28.641110,27.773235,10.440487,28.259288,23.631258,11.763757,27.568252,26.902120,16.478670,28.219764,19.073596,11.900645,25.151418,16.112070,27.477251,27.900447,21.865015,26.522674,14.077117,16.671084,44.253602,25.673989,17.247764,4.621944,29.240214,24.811289,13.757910,22.665397,23.261969,21.198184,29.938460,20.236785,16.847293,23.306150,16.581156,22.578520,35.247356,13.576246,17.253563,29.141916,19.878569,18.631543,14.915520,4.715641,23.993386,39.779003,23.929149,26.877839,20.693187,34.190246,29.076509,26.592050,27.508363,27.268525,13.014525,16.764132,26.409238,9.373450,35.942449,28.930614,40.366975,44.272052,30.188285,27.337779,22.723681,26.132389,59.246983,20.369074,61.994872,37.877525,24.750551,18.607311,40.996074,27.981383,20.552601,16.878113,20.499273,22.275949,31.477764,29.302844,27.984587,11.043270,29.350938,24.154151,12.260687,28.124545,26.847580,16.909906,27.835848,19.394311,14.018070,24.992248,17.504457,27.939292,28.219159,22.922359,26.184806,16.171097,18.360090,44.996171,26.164769,18.711913,6.533329,29.715458,24.769713,14.513159,23.442533,23.542361,21.410339,29.426473,20.829279,17.084091,23.702986,17.269391,22.893456,35.122276,14.376521,17.276133,28.788598,21.382124,18.838707,16.629474,5.311269,23.784933,38.801956,24.003841,26.856232,20.506763,33.623243,29.361845,27.017755,28.202210,26.491112,14.663639,17.558740,26.642959,9.088085,35.275143,29.120200,40.681067,43.493988,30.497832,27.840493,23.721971,25.966902,61.107223
"golpaigan",50.283333,33.466667,42.503846,53.246805,178.473066,69.399482,40.291450,17.593113,31.542944,45.274256,22.868312,41.964139,49.862414,60.836040,57.229919,35.966385,42.535840,40.961794,19.288769,30.745960,42.926667,57.795038,29.978402,44.873483,31.243825,31.237540,66.890334,25.658081,48.914999,50.352953,64.206609,54.127027,27.558041,61.745509,32.709884,77.188349,46.779746,39.692179,62.422285,53.954784,50.857855,55.837974,48.484278,49.474095,48.729260,53.721362,35.003811,25.087286,28.896215,28.988752,51.024495,55.478503,33.353871,40.901577,71.128671,27.046264,34.093706,21.957943,20.409753,27.669359,38.571004,52.444824,61.965436,23.506508,56.962985,49.124321,46.518166,52.795459,54.485367,10.973031,0.000000,41.556818,21.778165,27.518134,26.212538,100.936800,31.061440,61.020656,52.111857,55.667170,52.393682,159.740415,53.429384,175.475717,73.271431,41.189101,18.789534,32.670246,46.146700,23.764635,42.233943,50.165720,61.650444,57.681569,36.891849,42.746475,41.258087,20.845351,31.431779,43.290631,58.489826,30.780363,45.545866,31.651538,31.937719,67.867591,26.429138,49.758923,50.586452,64.212024,55.715634,28.687833,62.138560,33.746291,77.268293,47.531914,39.962097,63.131939,55.070717,51.681254,56.377647,48.783395,50.063045,49.273896,54.294586,35.872102,25.522566,29.580756,29.780141,51.214474,56.438075,34.192763,41.571358,71.337057,28.878882,34.771929,23.492106,21.181099,28.902894,39.357886,53.177223,62.141445,24.424560,56.904127,49.727669,47.242013,53.197500,55.239123,12.998283,0.870763,42.330332,22.033677,28.390062,26.816228,99.908682,32.609567,61.621099,52.807761,55.778286,52.568536,160.288154
"naein",53.083333,32.850000,19.823077,16.452444,64.272212,26.297033,19.971291,4.510659,41.071232,22.258395,28.968205,20.542905,0.000000,11.708660,26.010433,26.591089,22.345644,15.434858,43.746370,26.273514,26.276407,45.607197,10.792797,15.515523,17.747185,14.874491,10.119370,0.000000,12.786917,8.960582,1.882751,24.678192,12.685397,52.544870,27.964498,35.047191,0.000000,23.300312,27.246415,14.301343,0.000000,7.800707,37.652185,15.243396,15.401203,17.784168,20.899816,9.211262,0.000000,11.762594,14.924336,30.440216,29.707770,19.215148,16.645688,16.280117,19.638127,44.294721,0.000000,37.843843,47.962086,14.926401,21.419133,9.518769,41.381274,9.080952,13.778097,26.118246,24.172983,24.316289,9.582613,13.493265,18.191652,9.485571,20.940428,35.040899,17.641041,30.172484,18.905672,0.842743,7.737529,49.357331,16.700946,64.203429,26.977862,20.288791,4.901051,41.148472,22.508335,29.036745,20.656424,0.492911,12.221913,26.284154,26.828915,22.494232,15.667158,43.751224,26.383956,26.367680,45.630480,11.045887,15.810755,17.907717,15.108313,10.507151,0.414204,13.230563,9.299944,2.343248,25.014155,12.999074,52.520255,28.146899,35.349919,0.578583,23.452154,27.462825,14.731402,0.583402,8.219275,37.721694,15.578245,15.667382,18.053422,21.078750,9.416506,0.375064,12.112633,15.162322,30.692965,29.747110,19.381899,17.004497,16.592902,19.844966,44.343345,0.320525,37.862858,47.877746,15.275937,21.670305,9.826739,41.364310,9.457574,14.103789,26.326122,24.473856,24.547458,9.890352,13.810173,18.237323,9.816358,21.118428,35.266126,18.053691,30.405926,19.212051,1.285172,8.041356,50.102842
